content,score
"terlalu banyak batasan untuk content kreator berekspresi, sudah ada youtube kids jadi tidak perlu lagi seharusnya batasan batasan yang dibuat, bukan aplikasinya yang di benahi tpi penggunanya yang harus bijak menggunakannya",2
bagus sih tapi ada minusnya saat di download lalu aku lihat agak burem banget tolong di perbaiki ya semakin lama semakin burem saat aku download video ya gimana ini komunitas YouTube,5
"youtube busuk.... video gak bisa diputer... sekali bisa diputer nunggunya lama , gambar jelek.... yg bagus dan lancar cuman video iklan aja.. ya sebetulnya saya ke YouTube bukan mau liat iklan.",1
gimana saldo dana saya di potong oleh pihak google youtube premium padahal saya tidak pernah membeli yang premium.tiba tiba di potong sendiri tolong bantu kembalikan saldo saya.padahal youtube saya tidak premium,5
"ini apk YouTube menginstal sendirinya, padahal di pengaturan play store sudah saya atur, larang instal pembaruan otomatis, saya lakukan itu agar ruang di HP saya jadi lega, tapi tetap saja terinstal otomatis.",1
"setiap abis lewat iklan gambar gak ada tapi suara ada, hampir setiap kali nonton, bug nya benerin",3
setiap selesai ads (iklan) suara di video yg sedang diputar hilang. harus close atau pindah video dulu baru muncul lagi suara nya. tolong fong diperbaiki,2
"bagusan vitur yang dulu daripada yang sekarang, yang sekarang video lainnya, saat, ketuk atau geser ke atas untuk melihat semuanya kebesaran gambarnya, halangin",2
Knp setelah update video yg selalu diunduh g bisa dibuka dan harus lewat youtube premium....... Kan itu buat orang² susah klo gada dana tolong hapus kebijakan youtube premium saat download video.,2
"untuk aplikasi nya bagus tapi tolong tambahkan update lagi dong update nya kaya bisa kirim pesan ke youtuber lewat youtube gitu, kan enak kalo bisa kirim pesan lewat youtube,",5
"history penelusuran bekas² search ku ngebug pada ilang semua, udh semua cara dipake dari hapus cache, restart hp, matikan daya hp macem²lah masih aj ngebug udh stres gk tau cara memperbaikinya lagi",1
"tolobg devloper, perbaiki bug ini stiap kali saya mengpause video, video itu tidak bisa di unpause ini sangat membuat saya risih",2
Mengapa saat saya setiap ingin menonton YouTube ini selalu ada bacaan 1menit lagi tapi malah lama dan video yang sudah di download malah ke hapus lagi jadi di perbaiki lagi ya,1
kenapa setela di update YouTube nya engga bisa di buka malahan layar nya hitam dan putih terus pas mau buka video nya engga bisa malahan loading terus pas mau keluar masuk lagi layar nya kumat lagi jadi hitam dan putih 🤔🤔,4
"YouTube sekarang banyak BUG nya penuh masalah dan gak kayak dulu lagi, pihak pengelolanya keknya udh males ngurusin sampe YouTube sekarang gak seasik dulu, sebelum beberapa BUG yang ada di YouTube di fix, sementara bintang 1 dulu. terima kasih:(",1
"apk gak jelas, nonton anime di apk lain 720p60 lancar tapi nonton di sini gak lancar padahal pake wifi mana jaringannya juga oke-oke aja, tapi nonton disini dikit-dikit loading gak jelas",1
saat menonton video lalu terdapat iklan kenapa terkadang suara video tersebut jadi hilang? sangat menggangu sekali,1
"Saya pengguna Youtube Premium Agak kesal saat menonton Short Video, Saya lagi nonton Video short lalu HP saya tak matikan, saat di hidupkan lagi terkena Bug di Aplikasi youtubenya, saya g bisa keluar dari Youtube, satu cara adalah Restart ulang HP.... Tolong Bug ini di Fix, atau untuk youtube Shortnya tanpa mode latar belakang... sangat mengganggu",3
Tolong diperbaiki lagi dong system nya. Setiap malam selalu ngelagging dan berat padahal sinyal selalu aman,1
YouTube ini sangat menyenangkan dan bisa menghasilkan uang lagi eh tapi ada satu lagi bug yang bisa aku alami pertama adalah aku selalu saja tak pernah dibela dan subscribe aku selalu sedikit tapi aku bisa juga menghasilkan uang tapi tolong dong jangan habisin data data-data kan kasihan datanya habis kan mahal beli data Dia pikir murah oh iya jangan lupa subscribe aku ya di YouTube namaku murid Sudin follow ya gaes,5
"oke saya sangat terbantu, tapi kenapa setiap kali saya upload video shorts dan hendak memberi tag di kolom tag menemui eror.. tag yang di ketikan suka dobel dobel sendiri..jika di klik enter dan sangat menghambat saya dalam pengetikan tag. terima kasih, hanya itu sih sementar kendalanya terima kasih",5
tolong pihak youtube perbaiki untuk kompatibilitas di android xiaomi poco x6. masa setelah update malah gabisa remix short dengan greenscreen,1
"Hp saya os 7 kok YouTube nya tidak berfungsi (usang),,, tolong di fungsikan kembali 🙏 sudah update tapi tidak berjalan aplikasi YouTubenya,,, tolong diperbaiki !!!",1
lama2 tambah ngak ngotak iklan panjang banget ngak bisa di skip idah gitu kalok pakek translet ngawor banget ngak jelas sama sekali kalok ngak bisa translet jangan maksa bener2 tambah ngak jelas mending nonton di y music translet jelas ngak ada iklan dari pada di youtobe..,2
ini aplikasinya terburuk masa internet saya Udah bagus tapi masih loading lama banget terus saya coba nonton vidio yang di download juga loading ini aplikasinya ga bagus mendng di hapus dari playstore masa udah di download vidio nya udah gak usah pake wi fi masih aja loading emang aplikasi sampah,1
"saya suka dengan aplikasi ini karena bisa digunakan di waktu luang. TETAPI SAYA SANGAT KECEWA SAAT MEMBUAT AKUN YOUTUBE SAAT MENGGUNAKAN BANER KARENA TIDAK BISA SAMA SEKALI, PADAHAL UKURANNYA SUDAH PAS TAPI TETAP SAJA TIDAK BISA,DAN ITU MEMBUAT SAYA EMOSI DAN STRESS, TOLONG DIPERBAIKI!!!",4
saya sangqt kesal kepada youtobe kenapa sihhh seringgggg banget gak bisa di buka youtubenya apa salah saya kepada youtobe saya jadi tidak bisa nonton apa -apa . mohon di cek lagi bug di youtube oke. 💢trimakasih,1
"youtube sekarang dengan fitur shorts jadi makin asik melihat vidio pendek yang dihasilkan oleh kreator lain,dan juga ui dan ux yang masih cukup dibilang bagus dari segi penampilannya",5
tolong diperbaiki bug nyaa pihak youtube ketika saya menonton video short dengan agak lama dan cepat tiba tiba video short nyaa menjadi berwarna hijau jadi saya minta tolong untuk pihak youTube mohon diperbaiki bug nyaa yaa 💐💐💐,2
knp di aku klo ngelek selalu minta update padahal pas udh update sama aja kya dulu cuman gitu video donwloadtan aku kya drama sakura dan lain lain selalu hilang? mohon bisa di perbaiki lagi ya pihak youtube ☹️,1
"bagus tapi pas mau buat draf malah gabisa, layar hitam semua dan tolong diperbaiki ya, sudah bagus tapi tingkat konten saja, terimakasih 💙",4
sering terjadi bug gak bisa di buka YouTube nya dan cara ngatasinnya juga repot hapusdata/update seringterjadi bulan ini sudah terjadi 12 kali bug,1
gak jelas bet mau bikin video short malah gak bisa durasi 60 malah ngestuck di 15 plis lah devoloper gw masih pemula jadi gak bisa bikin video berdurasi 60 plis lah developer perbaiki!,1
ini knp ya saya sudah nyalakan wifi jaringan nya juga udh bagus pas buka youtube kok gambarnya sih ada tapi pas dipencet loading trs abis itu lama banget trs saya scroll lagi sampe bawah dan gambarnya juga masih kelihatan gk ilang tapi knp pas saya pencet malah loading,2
"loading shorts nya ngga banget, kya video ngefreeze pdhl wifi bagus, make paketan juga sinyalnya bagus, masih aja ngefreeze video shortsnya",2
"ngasih iklan yang benar lah, masa iya sesuatu yang ga pantas di lihat di tampilin ke iklan, mana tiba tiba muncul , gw jadi ga betah buka youtube terpaksa pake youtube mod no iklan",1
"berguna,bagus,dan saya suka tapi saya gak suka Iklan padahal ada Nonton asik tiba-tiba Iklan tapi bagus dan Juga lumayan banyak Bug kalau saya Masuk",5
Gajelas youtube padahal di luar sana banyak video yang ga pantes tapi tetep di loloskan sedangkan untuk saya upload video lomba saja kena takedown padahal sudah dekat hari H nya di dalam video itu pun berisi tentang pesan moral bukan hal aneh aneh,1
perbaiki bug mu bugtube perbaiki aku buat video aja ada yang bug penonton yang nonton 80 orang cek 66 orang video 4 orang yang nonton 2 orang yang nonton 5 orang cek 4 orang video lagi yang nonton 1 orang cek 0 orang terus pas cek komentar gak bisa malah hilang koneksi stabil bug tube pas cek balasan komentar aja gak ada hilang malah penonton juga turun bug tube mending go tube terus mau ganti thumbnail youube short muter terus stuck perbaiki you bug😹,2
jaringan saya bagus kenapa di yuo tube ini jadi nya ngeleg dan setiap putar vidio jadi terjeda mulu undate apaan ini tolong di perbaiki dong suara nya ada gambar nya gak ada gimana siih sistem nya tolong di perbaiki dong,1
"waktu saya mau membuka youtube,tiba"" tidak bisa padahal kematin saya buka youtube masih bisa,dan ada peringatan bahwa youtube telah berhenti dan tidak bisa di buka,padahal sebelumnya keluar peringatan itu masih bisa di buka,ini bagaimana tolong di perbaiki",2
TOLONG KEMBALIKAN LAYOUT YOUTUBE SEPERTI SEBELUMNYA!!!! UPDATE TERBARU DARI YOUTUBE MEMBUAT VIDEO YANG LEWAT DI BERANDA JADI TIDAK MENARIK UNTUK DITONTON. SANGAT TIDAK MENARIK!!!!!,1
"saya menemukan bug pada aplikasi YouTube ini yang dimana ketika saya membuka aplikasi YouTube akan secara otomatis memutar video yang paling atas, ketika saya menghapus tab pada hp saya dan membuka aplikasi YouTube hal serupa terulang lagi.",3
"kenapa setiap membuka dan mau menonton selalu loding trus GK bisa di putar vidio nya padahal jaringan ok baik data ataupun wifi tetap saja GK bisa di putar vidio nya yang salah hp nya atau apa nya ya,,,",3
"ram hp terus berkurang,, padahal baru di update.. g dipakai apk nambah terus tiba tiba 1gb. titik selalu bergeser. diperbaiki lah biar g terus menerus update.",2
woy youtobe kenapa ada iklan setelah di perbarui hapus aja iklannya sangat mengganggu saat melihat vidio shorts kayak dulu ajalah gak ada iklannya.,1
sebenarnya aplikasi ini sangat berguna tetapi saat saya ingin berkomentar di shorts papan ketik nya pertamanya ada tapi waktu saya kembali kan lagi papan ketik nya hilang tolong di perbaiki ya,3
"fiturnya bagus tapi ada satu hal yg paling aku ga suka,setiap aku pause suka mundur video nya terus suka lupa kalau mau di semulain soal nya mundur beberapa",4
saya sangat complain tentang YouTube yg Susa banget keluar sendiri saya malas banget karena saya lagi asik banget nonton tapi malah keluar sendiri tolong segera di perbaiki karena itu sangat meresahkan,1
"Bug yang paling aku benci itu ""tarik ke atas untuk pencarian akurat"" Mengganggu banget soalnya, mana kalau mau ngilangin harus muat ulang hp, tolong lah perbaiki bug ini",2
"klo fitur automatic ai dubbingnya dihapus atau diubah menjadi opsional, ratingnya bakal jadi bintang 5. Fiturnya tidak berguna banget.",1
tolong youtube mengapa gua mau lihat video dan short loading mulu udah punya sinyal Wifi tolong di perbaiki dan ada satu lagi ngebug dan gabisa di apa-apa ini please di benarkan biar gua bisa nonton kartun kesukaanku😊😁,3
fitur barunya malah jadi pengganggu dan bikin tidak nyaman karena setiap buka aplikasi YouTube otomatis play video teratas secara full screen tolong kembalikan seperti semula,1
kolom pencarian tenggelam. jadi kalo mengetik di pencarian teksnya tidak kelihatan. tolong agar segera diperbaiki.,1
"kenapa suara yt sekarang kecil ya?. volume sudah full ,saya putar video di pemutar video bawaan hp besar cuman di apk YouTube saja yang suaranya kecil. apakah ada bug?. kalau ada tolong segera di perbaiki",4
saya udah update tapi masih loading terus padahal wifi nya full.tolong diperbaiki terus say udah nunggu dari kemarin sampai sekarang masih aja gak bisa semua cara pun saya coba tapi tetap gak bisa tolong di perbaiki lagi,2
ini napa dah ko update nya makin lama makin buruk terutama iklan yang di update kali ini setiap video yang saya lihat dan setiap ada iklannya itu sekarang kayak ada pop-up dari aplikasi yg ada di iklan,1
"ini YouTube di handphone saya kenapa ya ? resolusi videonya pas diatur 1080p tiba tiba 480p, terus mau dirubah lagi, tidak ada resolusi tinggi seperti 720p ke atas. Ini YouTube di handphone saya kenapa admin? tolong direspon",3
"komentar di YouTube hilang, aneh tidak jelas.. saya komen biasa saja sama seperti di instragram, lah di YouTube kok bisa hilang.. jengkel sekali komen panjang panjang hilang 👎",1
"Tidak bisa diputar di latar belakang. Harusnya ada fitur putar di latar belakang, agar gak harus stand by di YouTube. 😌",1
bagus ya bisa menyimpan video offline tapi ada bug tolong diperbaiki aku mengalami bug aku pencet untuk mencari video tapi tidak bisa sama sekali,4
Halo YouTube apk mu ini bagus tapi Tolong dong dibuatin kalo kita udh subscribe kita GK bisa unsub jadi subscribe permanen gitu. Dan tambahin juga kaya kita bisa liat SUBCRIBE kita siapa aja jadi itu aja sih yang harus di perbaiki pihak yt semoga di baca ya🙏,5
udah saya update berapa kali tetep bug nya tidak hilang bug ini sangat menggangu saya yaitu bug komentar YouTube shorts dimana tidak ada tombol chap komen shorts bug ini sangat menggangu saya untuk berkomentar saya minta kepada pihak YouTube untuk membenarkan bug ini segera,1
"tolong perbaiki video saat ditonton, terkadang video tersebut menjadi error/tidak muncul gambar, penyebab utama yang saya ketahui adalah karena muncul nya iklan",4
"bbrpa hari ini sering error, errornya kocak kyk nyalahin provaider pdhl apk nya, jelas"" streamernya gak lag tapi ketika beda provaider sama streamer malah lag pdhl obs video studio mrka hijau sinyalnya di kita beda provaider jadi merah. nyari duitnya kesenjangan provaider bgt",1
"bagus tpi ad kekurangan di aku kalo mau berkomentar dia punya komentar tak turun kebawah dan pencet malah keluar dari aplikasi, aku mau berkomentar hrus hapus youtube nya dlu baru update lgi baru bisa tpi kalo keluar dari aplikasi nanti kembali lgi, jdi tolong semoga youtube aku kembali seperti sembulah😭😭😭.., eh dan satu lgi youtube aku filter nya gk ad jadi semoga youtube bisa benerin ya plis😭😭🤞🙏",4
saat saya membuka trek audio saya tidak melihat tulisan dan saat saya mau mengganti resolusi video juga tidak melihat tulisan seperti 760p tolong di tindak lanjuti,1
"tolong tambahkan fitur pulihkan playlist dong, takut suatu saat nanti kepencet hapus (apalagi tombol hapus playlist terlalu mudah diakses dan besar)",5
"youtube sensian bgt si, dikit dikit blokir dikit dikit blokir udah gitu bug nya ngeselin suka tiba-tiba ilang lah tiba-tiba lag lah tiba-tiba gabisa mencet apa apa lah!!!",1
"min, kok tombol menambahkan komentarnya ilang terus? aku dh ngelakuin bbrp cara dan ad yg berhasil tp end ny malah ilang lg tombolny, gmn ni min aku udh 4 bulan ga bisa komentar gr"" ilang tombolnya😟😟",4
"jadi ku kasih bintang 4 dulu karena saat sedang menonton video selalu saja nge lag ku kira wifi ternyata disuruh update,dikit dikit update makasih _____________""""""""""""""",4
"sebenarnya bagus,,,tapi setelah saya coba YouTube premium yg gratis, saya tidak bisa membuka/melihat YouTube short,,,mohon dari pihak YouTube di perbaiki,,,sekian dan terima kasih 🙏🏻🙏🏻",3
"setiap nonton live selalu saja ngelag! saya sudah refresh berapa kali tapi tetap saja ngelag,saya mohon untuk youtube nya tolong di perbaiki",1
tolong dong youtube aku menemukan bug ni pas mau buka aplikasi tiba2 ter pencet vidio sendiri gk dalam mode vertikal maupun horizontal padahal vidio nya belum di pencet ini masalah nya bukan di bagian auto play atau juga vidio reals tapi masalah pas mau buka aplikas nya langsung mutar vidio nya sendiri tanpa pencet sebelumnya ini gk ada masalah kok sekarang baru ada tolong di perbaiki masalah ini,3
